SEASON,PLAYER_ID,TEAM,START_DATE,END_DATE
2020-21,202954,CHA,2021-03-28,2021-05-09
2020-21,203083,CLE,2020-12-23,2021-02-12
2020-21,203083,LAL,2021-03-31,2021-05-16
2020-21,203085,NYK,2020-12-31,2021-02-13
2020-21,203085,DEN,2021-04-21,2021-05-16
2020-21,203090,MIA,2020-12-23,2021-03-11
2020-21,203090,SAC,2021-03-27,2021-05-14
2020-21,203095,ORL,2020-12-23,2021-03-24
2020-21,203095,BOS,2021-03-29,2021-05-15
2020-21,203458,TOR,2020-12-29,2021-01-11
2020-21,203458,WAS,2021-01-24,2021-05-16
2020-21,203463,HOU,2021-01-08,2021-04-02
2020-21,203463,LAL,2021-04-08,2021-05-16
2020-21,203476,MEM,2020-12-23,2021-02-28
2020-21,203476,SAS,2021-03-31,2021-05-16
2020-21,203482,MIA,2020-12-23,2021-03-23
2020-21,203482,HOU,2021-03-27,2021-05-16
2020-21,203490,CHI,2020-12-23,2021-03-24
2020-21,203490,ORL,2021-03-28,2021-04-01
2020-21,203506,IND,2020-12-23,2021-01-11
2020-21,203506,HOU,2021-01-18,2021-03-21
2020-21,203506,MIA,2021-04-01,2021-04-08
2020-21,203658,BKN,2021-02-06,2021-02-10
2020-21,203658,SAC,2021-02-25,2021-02-25
2020-21,203658,NYK,2021-04-03,2021-05-07
2020-21,203914,DEN,2020-12-23,2021-02-17
2020-21,203914,ORL,2021-04-09,2021-05-16
2020-21,203918,POR,2020-12-23,2021-03-23
2020-21,203918,TOR,2021-03-26,2021-05-08
2020-21,203920,ORL,2020-12-23,2021-04-07
2020-21,203920,TOR,2021-04-11,2021-05-16
2020-21,203932,ORL,2020-12-23,2021-03-24
2020-21,203932,DEN,2021-03-28,2021-05-16
2020-21,203953,SAC,2021-02-20,2021-03-15
2020-21,203953,BOS,2021-04-17,2021-05-16
2020-21,1626153,DET,2020-12-23,2021-03-24
2020-21,1626153,SAC,2021-03-27,2021-05-16
2020-21,1626181,TOR,2020-12-23,2021-03-24
2020-21,1626181,POR,2021-03-26,2021-05-16
2020-21,1626188,LAL,2020-12-22,2021-02-18
2020-21,1626188,CLE,2021-03-12,2021-03-26
2020-21,1627745,PHX,2020-12-23,2021-02-22
2020-21,1627745,LAL,2021-02-28,2021-03-20
2020-21,1627745,SAC,2021-04-12,2021-05-16
2020-21,1627747,BKN,2020-12-22,2021-01-12
2020-21,1627747,IND,2021-03-13,2021-05-16
2020-21,1627752,BKN,2020-12-22,2021-01-12
2020-21,1627752,CLE,2021-01-20,2021-04-21
2020-21,1627812,CLE,2021-01-11,2021-01-12
2020-21,1627812,LAC,2021-04-21,2021-05-16
2020-21,1627885,UTA,2020-12-23,2021-02-22
2020-21,1627885,DEN,2021-04-16,2021-05-16
2020-21,1628372,NYK,2020-12-26,2021-01-17
2020-21,1628372,DET,2021-02-11,2021-04-10
2020-21,1628382,OKC,2020-12-29,2021-04-03
2020-21,1628382,MIL,2021-05-16,2021-05-16
2020-21,1628386,BKN,2020-12-22,2021-01-12
2020-21,1628386,CLE,2021-01-20,2021-05-16
2020-21,1628391,MIL,2020-12-23,2021-03-11
2020-21,1628391,HOU,2021-03-19,2021-05-01
2020-21,1628392,DEN,2020-12-23,2021-03-21
2020-21,1628392,CLE,2021-03-29,2021-05-07
2020-21,1628395,WAS,2021-01-24,2021-04-23
2020-21,1628395,GSW,2021-05-14,2021-05-14
2020-21,1628396,PHI,2020-12-27,2021-03-23
2020-21,1628396,OKC,2021-03-29,2021-05-16
2020-21,1628411,DAL,2020-12-25,2021-03-21
2020-21,1628411,NOP,2021-03-29,2021-05-12
2020-21,1628414,NOP,2020-12-29,2021-03-14
2020-21,1628414,ORL,2021-05-05,2021-05-16
2020-21,1628436,CHI,2021-01-01,2021-03-22
2020-21,1628436,BOS,2021-03-27,2021-05-16
2020-21,1628464,BOS,2020-12-23,2021-03-24
2020-21,1628464,CHI,2021-03-29,2021-05-11
2020-21,1628470,MIL,2020-12-25,2021-03-11
2020-21,1628470,PHX,2021-03-21,2021-05-16
2020-21,1628972,WAS,2020-12-23,2021-03-23
2020-21,1628972,CHI,2021-03-27,2021-04-19
2020-21,1628976,CHI,2020-12-23,2021-03-24
2020-21,1628976,ORL,2021-03-28,2021-05-14
2020-21,1628977,OKC,2020-12-26,2021-02-24
2020-21,1628977,DET,2021-03-26,2021-05-16
2020-21,1628990,CHI,2020-12-23,2021-02-05
2020-21,1628990,WAS,2021-03-29,2021-05-16
2020-21,1629004,DET,2020-12-23,2021-03-11
2020-21,1629004,OKC,2021-03-18,2021-05-14
2020-21,1629018,POR,2020-12-23,2021-03-23
2020-21,1629018,TOR,2021-03-26,2021-05-11
2020-21,1629021,WAS,2020-12-23,2021-03-23
2020-21,1629021,BOS,2021-03-26,2021-04-15
2020-21,1629021,ORL,2021-04-28,2021-05-16
2020-21,1629056,TOR,2020-12-23,2021-03-24
2020-21,1629056,SAC,2021-03-27,2021-05-16
2020-21,1629066,BKN,2020-12-22,2021-01-10
2020-21,1629066,HOU,2021-01-16,2021-02-28
2020-21,1629066,MIL,2021-04-09,2021-04-24
2020-21,1629076,BKN,2021-02-25,2021-03-03
2020-21,1629076,DET,2021-03-19,2021-05-16
2020-21,1629109,ORL,2020-12-27,2021-03-23
2020-21,1629109,DEN,2021-04-06,2021-04-07
2020-21,1629109,PHI,2021-05-14,2021-05-16
2020-21,1629244,SAS,2021-03-27,2021-03-31
2020-21,1629244,HOU,2021-05-14,2021-05-16
2020-21,1629610,SAC,2021-02-12,2021-04-02
2020-21,1629610,HOU,2021-04-09,2021-05-10
2020-21,1629649,NYK,2020-12-27,2021-01-17
2020-21,1629649,PHI,2021-04-04,2021-04-04
2020-21,1629649,ORL,2021-05-03,2021-05-16
2020-21,1629655,CHI,2020-12-23,2021-03-24
2020-21,1629655,WAS,2021-03-27,2021-05-16
2020-21,1629662,LAC,2020-12-22,2021-03-20
2020-21,1629662,CLE,2021-04-10,2021-05-16
2020-21,1629735,MIA,2020-12-25,2021-03-19
2020-21,1629735,SAC,2021-03-29,2021-04-20
2020-21,1629740,NOP,2020-12-23,2021-03-23
2020-21,1629740,DAL,2021-03-29,2021-05-16
2020-21,1629744,TOR,2020-12-23,2021-03-24
2020-21,1629744,UTA,2021-03-27,2021-05-16
2020-21,1629750,BOS,2020-12-25,2021-03-22
2020-21,1629750,CHI,2021-03-27,2021-05-16
2020-21,1630181,DEN,2020-12-28,2021-03-24
2020-21,1630181,ORL,2021-03-28,2021-05-14
2020-21,1630222,HOU,2021-01-08,2021-03-17
2020-21,1630222,PHI,2021-04-04,2021-04-26
2020-21,1630271,HOU,2020-12-26,2021-01-23
2020-21,1630271,CLE,2021-03-12,2021-05-16
2021-22,200765,LAL,2021-10-19,2021-12-23
2021-22,200765,CLE,2022-01-07,2022-04-10
2021-22,200794,BKN,2021-10-19,2022-01-13
2021-22,200794,PHI,2022-02-15,2022-03-29
2021-22,201152,SAS,2021-10-22,2022-02-03
2021-22,201152,TOR,2022-02-14,2022-04-10
2021-22,201571,HOU,2021-10-20,2022-01-28
2021-22,201571,LAL,2022-03-03,2022-04-10
2021-22,201586,LAC,2021-11-07,2022-02-06
2021-22,201586,MIL,2022-02-14,2022-04-08
2021-22,201599,LAL,2021-10-19,2022-02-27
2021-22,201599,PHI,2022-03-07,2022-04-10
2021-22,201609,TOR,2021-10-20,2021-11-13
2021-22,201609,BKN,2022-02-26,2022-03-31
2021-22,201935,BKN,2021-10-19,2022-02-02
2021-22,201935,PHI,2022-02-25,2022-04-09
2021-22,202326,MIL,2021-12-01,2022-01-05
2021-22,202326,DEN,2022-01-23,2022-04-10
2021-22,202328,MIN,2021-12-27,2022-04-10
2021-22,202328,WAS,2022-01-07,2022-01-09
2021-22,202328,MIL,2022-02-05,2022-02-14
2021-22,202328,UTA,2022-03-29,2022-04-06
2021-22,202362,ATL,2021-12-22,2021-12-31
2021-22,202362,IND,2022-01-02,2022-04-10
2021-22,202397,CHA,2021-10-20,2022-02-09
2021-22,202397,WAS,2022-02-12,2022-04-10
2021-22,202684,SAC,2021-10-20,2022-01-09
2021-22,202684,IND,2022-02-11,2022-02-16
2021-22,202684,CHI,2022-02-24,2022-04-10
2021-22,202722,WAS,2021-10-20,2022-02-07
2021-22,202722,DAL,2022-02-15,2022-04-10
2021-22,202738,LAL,2021-12-17,2021-12-23
2021-22,202738,DAL,2021-12-29,2021-12-29
2021-22,202738,CHA,2022-03-02,2022-04-10
2021-22,202954,IND,2021-10-22,2021-12-26
2021-22,202954,WAS,2021-12-30,2021-12-30
2021-22,203083,PHI,2021-10-20,2022-02-08
2021-22,203083,BKN,2022-02-14,2022-04-10
2021-22,203087,IND,2021-10-20,2022-02-04
2021-22,203087,SAC,2022-02-09,2022-04-10
2021-22,203107,NOP,2021-10-20,2022-01-25
2021-22,203107,SAS,2022-02-25,2022-02-25
2021-22,203107,WAS,2022-03-01,2022-04-10
2021-22,203200,IND,2021-10-20,2022-02-06
2021-22,203200,SAC,2022-02-09,2022-04-10
2021-22,203468,POR,2021-10-20,2022-02-05
2021-22,203468,NOP,2022-02-10,2022-04-10
2021-22,203471,BOS,2021-10-20,2022-02-08
2021-22,203471,HOU,2022-02-14,2022-03-26
2021-22,203496,POR,2021-10-20,2022-02-02
2021-22,203496,LAC,2022-02-06,2022-04-10
2021-22,203503,POR,2021-11-01,2022-02-05
2021-22,203503,NOP,2022-02-14,2022-04-10
2021-22,203516,BKN,2021-12-18,2021-12-27
2021-22,203516,LAC,2022-01-01,2022-01-03
2021-22,203516,DEN,2022-01-11,2022-01-16
2021-22,203552,PHI,2021-10-20,2022-02-08
2021-22,203552,BKN,2022-02-14,2022-04-08
2021-22,203915,WAS,2021-10-20,2022-02-07
2021-22,203915,DAL,2022-02-15,2022-04-10
2021-22,203917,MIA,2021-12-31,2022-01-02
2021-22,203917,BOS,2022-03-09,2022-03-23
2021-22,203918,MIL,2021-10-25,2022-02-06
2021-22,203918,LAC,2022-02-14,2022-04-10
2021-22,204001,DAL,2021-10-21,2022-01-29
2021-22,204001,WAS,2022-03-06,2022-04-06
2021-22,204020,PHI,2021-12-23,2021-12-28
2021-22,204020,SAS,2022-01-07,2022-01-10
2021-22,204025,ORL,2021-12-22,2022-01-09
2021-22,204025,CLE,2022-02-28,2022-03-02
2021-22,204038,BKN,2021-12-16,2021-12-27
2021-22,204038,MIL,2022-01-07,2022-01-10
2021-22,1626147,CLE,2021-12-22,2021-12-28
2021-22,1626147,IND,2022-01-02,2022-04-05
2021-22,1626149,WAS,2021-10-20,2022-02-07
2021-22,1626149,CHA,2022-02-11,2022-04-10
2021-22,1626159,LAC,2021-10-21,2022-01-31
2021-22,1626159,POR,2022-02-05,2022-03-23
2021-22,1626161,DAL,2021-10-21,2021-11-27
2021-22,1626161,PHI,2022-02-25,2022-03-02
2021-22,1626168,DET,2021-10-20,2022-02-08
2021-22,1626168,SAC,2022-02-14,2022-04-10
2021-22,1626181,POR,2021-10-20,2022-02-02
2021-22,1626181,LAC,2022-02-06,2022-04-09
2021-22,1626196,BOS,2021-10-22,2022-02-08
2021-22,1626196,SAS,2022-02-16,2022-04-10
2021-22,1626204,POR,2021-10-20,2022-01-05
2021-22,1626204,NOP,2022-03-24,2022-04-10
2021-22,1627734,IND,2021-10-20,2022-02-06
2021-22,1627734,SAC,2022-02-09,2022-03-20
2021-22,1627741,SAC,2021-10-20,2022-02-05
2021-22,1627741,IND,2022-02-11,2022-04-10
2021-22,1627747,IND,2021-10-30,2022-02-04
2021-22,1627747,CLE,2022-02-09,2022-04-10
2021-22,1627756,CLE,2021-10-22,2021-12-28
2021-22,1627756,UTA,2022-01-12,2022-01-16
2021-22,1627761,BKN,2021-10-19,2022-02-08
2021-22,1627761,MIL,2022-02-26,2022-03-12
2021-22,1627823,BOS,2021-10-22,2022-01-08
2021-22,1627823,SAS,2022-01-21,2022-02-04
2021-22,1627823,UTA,2022-02-11,2022-04-10
2021-22,1627854,SAS,2021-10-20,2022-01-14
2021-22,1627854,DEN,2022-01-21,2022-04-10
2021-22,1627863,HOU,2021-10-22,2021-12-05
2021-22,1627863,NYK,2021-12-23,2021-12-23
2021-22,1627863,UTA,2022-01-07,2022-04-10
2021-22,1628367,DET,2021-10-20,2022-01-28
2021-22,1628367,SAC,2022-02-14,2022-04-10
2021-22,1628382,BOS,2021-12-22,2021-12-22
2021-22,1628382,PHX,2022-01-04,2022-02-07
2021-22,1628400,MIL,2021-10-27,2022-02-05
2021-22,1628400,LAC,2022-02-14,2022-03-25
2021-22,1628401,SAS,2021-10-20,2022-02-09
2021-22,1628401,BOS,2022-02-11,2022-04-10
2021-22,1628404,NOP,2021-10-20,2022-02-06
2021-22,1628404,POR,2022-02-12,2022-03-20
2021-22,1628436,CLE,2021-12-22,2021-12-26
2021-22,1628436,MIL,2022-01-07,2022-01-07
2021-22,1628436,BOS,2022-02-15,2022-04-10
2021-22,1628464,HOU,2021-10-20,2022-01-14
2021-22,1628464,BOS,2022-02-15,2022-04-10
2021-22,1628470,IND,2021-10-20,2022-02-08
2021-22,1628470,PHX,2022-02-12,2022-04-10
2021-22,1628539,ORL,2021-10-30,2021-12-18
2021-22,1628539,MIA,2022-04-05,2022-04-10
2021-22,1628963,SAC,2021-10-22,2022-01-29
2021-22,1628963,DET,2022-02-14,2022-03-31
2021-22,1628975,BKN,2021-10-19,2022-02-17
2021-22,1628975,MIL,2022-02-26,2022-04-10
2021-22,1628978,MIL,2021-12-25,2022-02-08
2021-22,1628978,SAC,2022-02-12,2022-04-10
2021-22,1628981,BOS,2021-11-01,2022-02-08
2021-22,1628981,HOU,2022-02-14,2022-04-01
2021-22,1628988,WAS,2021-10-20,2022-02-07
2021-22,1628988,PHX,2022-02-12,2022-04-10
2021-22,1628993,CHI,2021-10-20,2021-12-11
2021-22,1628993,WAS,2021-12-28,2022-01-03
2021-22,1628993,NOP,2022-03-02,2022-03-13
2021-22,1628995,NYK,2021-10-22,2022-01-12
2021-22,1628995,ATL,2022-01-19,2022-04-10
2021-22,1629103,IND,2021-11-01,2021-12-29
2021-22,1629103,BOS,2022-02-27,2022-03-11
2021-22,1629117,BKN,2021-12-27,2021-12-27
2021-22,1629117,LAC,2022-01-01,2022-01-13
2021-22,1629117,LAL,2022-03-03,2022-04-10
2021-22,1629234,SAS,2021-10-20,2022-02-09
2021-22,1629234,POR,2022-02-24,2022-04-08
2021-22,1629617,POR,2021-12-29,2022-04-10
2021-22,1629617,IND,2022-02-04,2022-02-04
2021-22,1629629,ATL,2021-10-21,2022-01-09
2021-22,1629629,NYK,2022-01-23,2022-03-07
2021-22,1629638,NOP,2021-10-20,2022-02-06
2021-22,1629638,UTA,2022-02-11,2022-04-10
2021-22,1629641,BOS,2021-10-20,2022-02-08
2021-22,1629641,SAS,2022-03-07,2022-04-09
2021-22,1629650,DAL,2021-10-26,2022-02-08
2021-22,1629650,CLE,2022-03-11,2022-04-10
2021-22,1629682,TOR,2021-12-26,2021-12-28
2021-22,1629682,WAS,2022-01-01,2022-01-01
2021-22,1629712,NOP,2021-11-03,2021-11-05
2021-22,1629712,POR,2022-03-30,2022-04-10
2021-22,1629717,HOU,2021-10-20,2022-02-08
2021-22,1629717,TOR,2022-03-06,2022-04-10
2021-22,1629718,DAL,2021-12-25,2021-12-31
2021-22,1629718,PHI,2022-01-07,2022-03-31
2021-22,1629730,DEN,2022-01-01,2022-01-05
2021-22,1629730,MIL,2022-04-08,2022-04-10
2021-22,1629735,MIN,2021-12-27,2021-12-27
2021-22,1629735,MIA,2021-12-31,2022-02-03
2021-22,1629752,TOR,2021-12-26,2021-12-26
2021-22,1629752,BOS,2022-04-03,2022-04-03
2021-22,1630169,SAC,2021-10-20,2022-02-05
2021-22,1630169,IND,2022-02-11,2022-04-10
2021-22,1630176,CHA,2021-10-24,2022-01-23
2021-22,1630176,WAS,2022-02-12,2022-04-10
2021-22,1630188,PHX,2021-10-23,2022-02-08
2021-22,1630188,IND,2022-02-11,2022-04-05
2021-22,1630190,UTA,2021-10-20,2022-02-04
2021-22,1630190,POR,2022-02-12,2022-04-10
2021-22,1630238,UTA,2021-10-20,2022-01-07
2021-22,1630238,BOS,2022-02-27,2022-04-10
2021-22,1630270,MEM,2021-12-31,2022-01-03
2021-22,1630270,UTA,2022-03-16,2022-04-10
2021-22,1630288,GSW,2021-11-03,2021-12-18
2021-22,1630288,MIL,2022-01-07,2022-01-07
2021-22,1630288,ORL,2022-03-23,2022-03-30
2021-22,1630296,PHI,2022-01-07,2022-01-10
2021-22,1630296,DET,2022-03-25,2022-04-10
2021-22,1630553,LAC,2021-11-07,2022-01-09
2021-22,1630553,POR,2022-02-24,2022-04-10
2021-22,1630589,LAC,2021-12-22,2021-12-22
2021-22,1630589,DAL,2022-03-23,2022-04-10
2021-22,1630602,LAL,2021-12-17,2021-12-19
2021-22,1630602,ATL,2021-12-27,2021-12-31
2021-22,1630606,MIL,2021-12-04,2022-01-07
2021-22,1630606,MIA,2022-03-05,2022-04-10
2021-22,1630637,DAL,2021-12-23,2021-12-31
2021-22,1630637,DEN,2022-01-01,2022-01-03
2021-22,1630644,CHI,2021-12-29,2021-12-29
2021-22,1630644,LAL,2022-04-10,2022-04-10
2021-22,1630792,ATL,2021-12-25,2021-12-29
2021-22,1630792,CHI,2022-01-15,2022-04-10
2022-23,201142,BKN,2022-10-19,2023-01-08
2022-23,201142,PHX,2023-03-01,2023-04-06
2022-23,201144,UTA,2022-10-19,2023-02-06
2022-23,201144,MIN,2023-02-10,2023-04-09
2022-23,201566,LAL,2022-10-18,2023-02-07
2022-23,201566,LAC,2023-02-24,2023-04-09
2022-23,201567,CLE,2022-10-19,2023-01-24
2022-23,201567,MIA,2023-02-24,2023-04-09
2022-23,201569,HOU,2022-10-19,2023-02-08
2022-23,201569,LAC,2023-02-14,2023-04-09
2022-23,201588,MIL,2022-10-20,2023-02-02
2022-23,201588,IND,2023-02-13,2023-04-09
2022-23,201609,CHI,2022-10-19,2023-02-13
2022-23,201609,MIL,2023-03-27,2023-04-09
2022-23,201976,LAL,2022-10-18,2023-02-07
2022-23,201976,CHI,2023-02-24,2023-04-09
2022-23,201980,MEM,2023-02-01,2023-02-07
2022-23,201980,CLE,2023-02-15,2023-04-09
2022-23,202681,BKN,2022-10-19,2023-02-01
2022-23,202681,DAL,2023-02-08,2023-04-05
2022-23,202693,BKN,2022-10-19,2023-02-04
2022-23,202693,DAL,2023-02-26,2023-04-09
2022-23,202704,LAC,2022-10-20,2023-02-08
2022-23,202704,DEN,2023-02-23,2023-04-09
2022-23,203082,ORL,2022-10-19,2023-01-21
2022-23,203082,PHX,2023-02-16,2023-04-09
2022-23,203115,WAS,2022-10-19,2023-02-08
2022-23,203115,TOR,2023-02-28,2023-04-09
2022-23,203200,ATL,2022-10-19,2023-02-01
2022-23,203200,DAL,2023-02-23,2023-04-09
2022-23,203457,DET,2022-10-31,2023-02-08
2022-23,203457,BKN,2023-03-07,2023-03-12
2022-23,203473,MIA,2022-10-19,2023-02-04
2022-23,203473,PHI,2023-03-12,2023-04-09
2022-23,203486,CHA,2022-10-19,2023-02-08
2022-23,203486,LAC,2023-02-14,2023-04-09
2022-23,203488,OKC,2022-10-19,2023-02-07
2022-23,203488,BOS,2023-02-10,2023-04-09
2022-23,203915,DAL,2022-10-19,2023-02-04
2022-23,203915,BKN,2023-02-09,2023-04-07
2022-23,203933,BKN,2022-12-02,2023-02-07
2022-23,203933,PHX,2023-02-14,2023-04-04
2022-23,203967,PHX,2022-10-19,2023-02-07
2022-23,203967,OKC,2023-02-15,2023-04-06
2022-23,1626156,MIN,2022-10-19,2023-02-07
2022-23,1626156,LAL,2023-02-11,2023-04-09
2022-23,1626163,ATL,2022-10-28,2023-02-04
2022-23,1626163,HOU,2023-02-13,2023-04-09
2022-23,1626196,SAS,2022-10-19,2023-02-08
2022-23,1626196,NOP,2023-02-13,2023-04-09
2022-23,1627736,UTA,2022-10-19,2023-02-06
2022-23,1627736,LAL,2023-02-11,2023-04-09
2022-23,1627745,LAL,2022-10-20,2023-01-30
2022-23,1627745,UTA,2023-02-15,2023-04-09
2022-23,1627751,SAS,2022-10-19,2023-02-08
2022-23,1627751,TOR,2023-02-10,2023-04-09
2022-23,1627780,POR,2023-01-02,2023-02-08
2022-23,1627780,GSW,2023-03-26,2023-04-09
2022-23,1627827,DAL,2022-10-19,2023-02-04
2022-23,1627827,BKN,2023-02-09,2023-04-07
2022-23,1627853,NYK,2022-10-21,2023-01-20
2022-23,1627853,POR,2023-02-13,2023-03-27
2022-23,1628379,LAC,2022-10-20,2023-02-08
2022-23,1628379,MEM,2023-02-12,2023-04-07
2022-23,1628404,POR,2022-10-19,2023-02-06
2022-23,1628404,NYK,2023-02-11,2023-04-09
2022-23,1628418,LAL,2022-11-18,2023-02-07
2022-23,1628418,DEN,2023-02-11,2023-04-09
2022-23,1628432,DEN,2022-10-19,2023-02-07
2022-23,1628432,LAL,2023-02-13,2023-04-07
2022-23,1628964,ORL,2022-10-19,2023-02-03
2022-23,1628964,LAL,2023-02-15,2023-04-09
2022-23,1628969,PHX,2022-10-19,2023-02-07
2022-23,1628969,BKN,2023-02-11,2023-04-09
2022-23,1628981,HOU,2022-10-19,2023-02-08
2022-23,1628981,ATL,2023-02-15,2023-04-09
2022-23,1628984,NOP,2022-10-19,2023-02-05
2022-23,1628984,SAS,2023-02-10,2023-04-04
2022-23,1628995,DET,2022-10-19,2023-02-08
2022-23,1628995,POR,2023-02-13,2023-04-09
2022-23,1629004,NYK,2022-10-21,2023-01-20
2022-23,1629004,CHA,2023-02-15,2023-04-09
2022-23,1629020,UTA,2022-10-19,2023-02-03
2022-23,1629020,LAL,2023-02-11,2023-04-09
2022-23,1629048,IND,2022-10-19,2023-01-20
2022-23,1629048,ORL,2023-02-25,2023-04-09
2022-23,1629060,WAS,2022-10-19,2023-01-21
2022-23,1629060,LAL,2023-01-25,2023-04-09
2022-23,1629134,LAL,2022-10-18,2023-01-22
2022-23,1629134,WAS,2023-01-25,2023-04-09
2022-23,1629308,LAL,2022-10-18,2023-01-30
2022-23,1629308,UTA,2023-02-15,2023-04-09
2022-23,1629629,NYK,2022-10-19,2022-12-03
2022-23,1629629,POR,2023-02-10,2023-03-27
2022-23,1629638,UTA,2022-10-19,2023-02-03
2022-23,1629638,MIN,2023-02-10,2023-04-09
2022-23,1629647,OKC,2022-10-19,2023-02-06
2022-23,1629647,PHX,2023-03-03,2023-04-09
2022-23,1629650,LAC,2022-10-23,2023-01-29
2022-23,1629650,BKN,2023-03-26,2023-03-31
2022-23,1629661,PHX,2022-10-19,2023-02-07
2022-23,1629661,BKN,2023-02-11,2023-04-07
2022-23,1629667,CHA,2022-10-19,2023-02-08
2022-23,1629667,PHI,2023-02-11,2023-04-09
2022-23,1629670,MIL,2022-10-20,2023-01-31
2022-23,1629670,IND,2023-02-13,2023-04-09
2022-23,1629680,PHI,2022-10-18,2023-02-08
2022-23,1629680,POR,2023-02-13,2023-04-02
2022-23,1629726,HOU,2022-10-19,2023-02-03
2022-23,1629726,ATL,2023-02-15,2023-04-09
2022-23,1630164,GSW,2022-10-18,2023-02-06
2022-23,1630164,DET,2023-02-15,2023-04-09
2022-23,1630180,DET,2022-10-19,2023-02-08
2022-23,1630180,ATL,2023-02-13,2023-04-09
2022-23,1630181,ORL,2022-10-19,2023-01-20
2022-23,1630181,DET,2023-02-25,2023-04-09
2022-23,1630240,PHI,2022-11-27,2022-11-30
2022-23,1630240,PHX,2023-01-11,2023-04-09
2022-23,1630346,LAL,2022-10-18,2022-11-30
2022-23,1630346,MIN,2022-12-12,2023-04-08
2022-23,1630538,DEN,2022-10-19,2023-01-31
2022-23,1630538,LAC,2023-02-14,2023-04-09
2022-23,1630551,TOR,2022-10-28,2022-12-07
2022-23,1630551,BOS,2023-04-07,2023-04-09
2022-23,1630556,BKN,2022-10-19,2023-02-06
2022-23,1630556,SAC,2023-02-14,2023-04-09
2022-23,1630572,MIL,2022-10-22,2023-02-16
2022-23,1630572,SAS,2023-03-04,2023-04-09
2022-23,1630577,PHI,2022-11-22,2022-11-27
2022-23,1630577,SAS,2023-03-04,2023-04-09
2022-23,1630639,MIN,2022-11-16,2022-11-16
2022-23,1630639,DAL,2022-12-29,2023-04-09
2022-23,1630647,OKC,2022-10-19,2023-02-15
2022-23,1630647,DET,2023-03-04,2023-04-05
2022-23,1630678,IND,2022-10-19,2023-02-05
2022-23,1630678,CHI,2023-02-24,2023-04-09
2022-23,1630696,MIA,2022-10-26,2022-12-08
2022-23,1630696,BKN,2023-02-06,2023-04-09
